men_age women_age men_remaining women_remaining men_remaining2 women_remaining2
78.93819404626082 97.52574001441478 10.33207319135739 1.2474605321592138 10.843236946267279 1.1858098409457274
98.23438977891225 64.47148936238058 0.800189906913958 20.28331791440403 0.8440208542735644 19.454016085953636
96.33592381975646 58.20968839460172 1.6728201361455255 24.491091645674658 1.7636495765470752 23.536469703754406
69.54170282677401 97.64702789660451 15.58684064354242 1.1858229256767203 16.312077722418696 1.1271868148674122
71.23775458252807 91.93624399856824 14.604435798307543 4.14473826565969 15.291984025763444 3.9451398818443804
85.00417077102883 66.61239035537338 7.167508607404331 18.894538127231122 7.5348217566218825 18.110087687816407
50.95693595244003 67.73852756853263 27.465674069928365 18.173847195148134 28.56498700275438 17.413360773018436
97.21796929439984 72.15956018611442 1.2657877957461794 15.407971522608646 1.3347993550116741 14.743846201464509
72.51952531072988 82.74465688416531 13.872220259115688 9.169164105217101 14.53098370499246 8.748086737666961
20.55297678693413 68.48004695838569 52.063187260563495 17.702936622901184 53.52958117581892 16.958363687950225
61.722640221421564 75.17700616789878 20.325527151537585 13.576193590312158 21.217772996361006 12.979735226879798
77.25668994448854 65.09736508654298 11.239694650165418 19.87476055753226 11.790037198589362 19.058472216417716
91.81589366261099 79.79602429109262 3.8037732266686337 10.855600489549582 4.005832897315627 10.365312904140472
73.02907937620895 93.21897597706482 13.583540567987312 3.4698061838364262 14.23079195234268 3.3016826056919197
78.14592250037926 93.46229555700674 10.758013931635446 3.3424674539720343 11.287679211993838 3.1803274308132243
73.37582707235558 55.10841922402885 13.387870382698027 26.65900174797611 14.027266083851854 25.645927523455985
81.87058085378528 89.26257628598646 8.781338074583426 5.571549467697462 9.223419320396403 5.306747670853387
63.3647855249206 97.28922153081263 19.300702706249417 1.3678039312317751 20.158881959968593 1.300276980253833
85.122136941963 60.344154501507994 7.107601152925612 23.031789556334456 7.472082358319214 22.118842141208297
45.30708870994241 98.97800362709194 31.525316577960854 0.5127479064942206 32.719857918575244 0.4872448472761388
85.80787039588608 51.03105288258237 6.760552222547359 29.597712555579797 7.108548254819823 28.511894249177008
78.69134545400456 82.11173720918123 10.464460972869544 9.527956299276031 10.981397065895267 9.09193712622959
84.186064919996 99.36536669613201 7.584641334954184 0.3179900521949554 7.971561157013709 0.30214721597860583
79.15714390855825 51.49435562837367 10.214891144656283 29.2586288780922 10.720929124843787 28.180828047059578
50.638158565294844 33.868147143493324 27.688793513280018 43.13657608402894 28.793750275010574 41.80602758896104
71.89635964266753 74.4907268046229 14.227118455301904 13.988933313949712 14.899907840968242 13.376959955326154
